jobNumber,job_title,job_location,job_description,original_link,original_link_clean,job_company,job_money_unchanged,job_money,salary_description,range_lower,range_upper,original_link_emails,original_link_telephones,image_src_link,image_src_link_path,image_src_link_file,image_link,job_date,indeed_date,original_plain_text,original_html,company_description_indeed,company_revenue_indeed,company_employees_indeed,company_industry_indeed,company_links_indeed
162652,Executive Assistant | Macquarie Investment Management,Sydney NSW,"Supporting a team of approximately 10 people, your duties will include:. You will be able to work in a fast paced, open plan environment whilst working with a...",http://www.careers.macquarie.com/cw/en/job/929658/executive-assistant-macquarie-investment-management?source=IND,http://www.careers.macquarie.com/cw/en/job/929658/executive-assistant-macquarie-investment-management?,Macquarie Group Limited,"$108,115 a year",108115,a year,,,emailingcareers@macquarie.com,02 8232 0337,https://d2q79iu7y748jz.cloudfront.net/s/_logo/89bbd4540267611657887f1f1a48a309,https://d2q79iu7y748jz.cloudfront.net/s/_logo,89bbd4540267611657887f1f1a48a309,/cmp/Macquarie-Group-Limited?from=SERP&campaignid=serp-linkcompanyname&fromjk=f69beca878818a27&jcid=ca2285c3548c3efe,01-05-2016_16:00,Just posted,"Careers search
You can obtain a copy of the Macquarie Group Privacy Policy online or by requesting it from us.
You can contact us by phoning +61 2 8232 3333, faxing us at +61 2 8237 4544, writing to Macquarie Careers, GPO Box 4294 Sydney NSW 1164 Australia, or emailingcareers@macquarie.com.
You are not required by law to disclose your personal information to us, but we may not be able to accept or process your application for employment if you do not supply this information.
You may request amendments, corrections or deletions if your personal information is inaccurate, outdated or incomplete.
You can contact us by phone, fax, mail or email and request access to your personal information. In normal circumstances, we will give you full access to your personal information, however there may be some legal or administrative reason to deny you access - in which case we will tell you our reason.
If your application is unsuccessful we may retain your information on file in case a more appropriate opportunity becomes available. You are free to contact us if you do not wish us to retain your information.
Once submitted we will use your personal information for the following purposes:
You should be aware that:
These entities may be located in another jurisdiction, and personal information may be transferred to other jurisdictions with different data protection laws.  Each of the Macquarie employing entities is responsible for the shared use of personal information within  Macquarie Group and endeavours to ensure that access to and use of the Personal Information is appropriately limited to prevent its misuse or unlawful disclosure.
Because of the nature of Macquarie Group, it is common for personal information collected by the prospective employing entity to be disclosed to other entities in Macquarie Group. The purpose of that disclosure is in connection with your application for employment and for those entities to assist in providing administrative and human resources support services, risk management and for the overall management of Macquarie Group.
By submitting an application or registering interest for employment with Macquarie Group you will supply us with personal information that is subject to data protection legislation in Australia and in the country in which you are based.
Powered by PageUp
More Jobs-9
More Jobs-9
You must agree to the privacy statement
The email address was invalid, please check for errors.
Thank you for subscribing to job alerts. We will send you similar jobs when they become available.
We will email you new jobs that match this search.
Advertised:03 May 2016Aus. Eastern Standard TimeApplications close:Print application form
Macquarie understands the importance of diversity and inclusion - our long history of success has come from being different. At Macquarie we value the innovation and creativity that diversity of thought brings. The one thing we all have in common is our focus on high performance. If you're capable, motivated and can deliver, we want you on our team.
FOR ASIA AND ANZ ROLES
Find out more about Macquarie atwww.macquarie.com/about
MAM comprises the following three divisions:• Macquarie Infrastructure and Real Assets• Macquarie Investment Management• Macquarie Specialised Investment Solutions.
Macquarie Asset Management (MAM; formerly known as Macquarie Funds Group) is a full-service asset manager, offering a diverse range of products including securities investment management, infrastructure and real asset management, and fund and equity-based structured products.
About us
Apply now if you relish working within a dynamic team environment where accuracy, hard work, and initiative is encouraged. For a confidential conversation please contact Laura Cooper on 02 8232 0337 or emaillaura.cooper@macquarie.com
To be successful in this role, you will be a proactive assistant with a proven track record supporting a team and senior executives.
About you
Supporting a team of approximately 10 people, your duties will include:
We have an immediate opportunity for a proactive Executive Assistant to join our Macquarie Investment Management (MIM) team. Providing full EA support to an Executive Director and a small team, you will make your mark by providing a high level of administrative and professional support.
About the role
Apply nowJob no:MAM-929658Work type:Full timeLocation:SydneyGroup:Macquarie Asset ManagementDivision:MIM-Affiliated ManagersRecruiter:Laura Cooper
",,Macquarie Group is a global financial services provider with offices in 28 countries. ,,,,
162651,Asset Valuation & Data Management - Executive,Sydney NSW,"Tertiary qualifications in commerce, finance or a related discipline. Identification of automated solutions around current processes....",http://www.careers.macquarie.com/cw/en/job/929643/asset-valuation-data-management-executive?source=IND,http://www.careers.macquarie.com/cw/en/job/929643/asset-valuation-data-management-executive?,Macquarie Group Limited,"$46,368 a year",46368,a year,,,emailingcareers@macquarie.com,02 8232 9851,https://d2q79iu7y748jz.cloudfront.net/s/_logo/89bbd4540267611657887f1f1a48a309,https://d2q79iu7y748jz.cloudfront.net/s/_logo,89bbd4540267611657887f1f1a48a309,/cmp/Macquarie-Group-Limited?from=SERP&campaignid=serp-linkcompanyname&fromjk=d303dc930ffd6af7&jcid=ca2285c3548c3efe,01-05-2016_16:00,Just posted,"Careers search
You can obtain a copy of the Macquarie Group Privacy Policy online or by requesting it from us.
You can contact us by phoning +61 2 8232 3333, faxing us at +61 2 8237 4544, writing to Macquarie Careers, GPO Box 4294 Sydney NSW 1164 Australia, or emailingcareers@macquarie.com.
You are not required by law to disclose your personal information to us, but we may not be able to accept or process your application for employment if you do not supply this information.
You may request amendments, corrections or deletions if your personal information is inaccurate, outdated or incomplete.
You can contact us by phone, fax, mail or email and request access to your personal information. In normal circumstances, we will give you full access to your personal information, however there may be some legal or administrative reason to deny you access - in which case we will tell you our reason.
If your application is unsuccessful we may retain your information on file in case a more appropriate opportunity becomes available. You are free to contact us if you do not wish us to retain your information.
Once submitted we will use your personal information for the following purposes:
You should be aware that:
These entities may be located in another jurisdiction, and personal information may be transferred to other jurisdictions with different data protection laws.  Each of the Macquarie employing entities is responsible for the shared use of personal information within  Macquarie Group and endeavours to ensure that access to and use of the Personal Information is appropriately limited to prevent its misuse or unlawful disclosure.
Because of the nature of Macquarie Group, it is common for personal information collected by the prospective employing entity to be disclosed to other entities in Macquarie Group. The purpose of that disclosure is in connection with your application for employment and for those entities to assist in providing administrative and human resources support services, risk management and for the overall management of Macquarie Group.
By submitting an application or registering interest for employment with Macquarie Group you will supply us with personal information that is subject to data protection legislation in Australia and in the country in which you are based.
Powered by PageUp
More Jobs-9
More Jobs-9
You must agree to the privacy statement
The email address was invalid, please check for errors.
Thank you for subscribing to job alerts. We will send you similar jobs when they become available.
We will email you new jobs that match this search.
Advertised:03 May 2016Aus. Eastern Standard TimeApplications close:Print application form

Find out more about Macquarie atwww.macquarie.com/about
MAM comprises the following three divisions:• Macquarie Infrastructure and Real Assets• Macquarie Investment Management• Macquarie Specialised Investment Solutions.
Macquarie Asset Management (MAM; formerly known as Macquarie Funds Group) is a full-service asset manager, offering a diverse range of products including securities investment management, infrastructure and real asset management, and fund and equity-based structured products.

MAM comprises the following three divisions:• Macquarie Infrastructure and Real Assets• Macquarie Investment Management• Macquarie Specialised Investment Solutions.

Macquarie Asset Management (MAM; formerly known as Macquarie Funds Group) is a full-service asset manager, offering a diverse range of products including securities investment management, infrastructure and real asset management, and fund and equity-based structured products.
If you are passionate about a career in Funds Management, and would consider a contract position, please submit your application via the links. For a confidential discussion please contact Charlotte Wheeldon on 02 8232 9851.


The successful candidate will have:
About You


·  General:


·  Data Management activities:


·  Asset Valuation activities:
Specific responsibilities across the team will include:
Due to internal movement an exciting opportunity has become available to join our Investment Operations team.  This role involves assisting the manager of the Asset Valuation & Data Management team in valuing all investments under administration for Macquarie Asset Management's MIM and MSIS divisions. Additional responsibilities pertain to Data Management which is the centralised area for the collection and use of static data for the MAM business and is heavily involved with all business activities (across all asset classes and product types) both domestically and globally.
Macquarie Asset Management is a full service fund manager offering a diverse range of investments including managed funds across a wide range of asset classes including cash, fixed income, currencies, listed property, equities, listed infrastructure and private equity.
About the role
Apply nowJob no:MAM-929643Work type:Casual, Maximum termLocation:SydneyGroup:Macquarie Asset ManagementDivision:OperationsRecruiter:Charlotte Wheeldon
",,Macquarie Group is a global financial services provider with offices in 28 countries. ,,,,
162656,Electrical and Mechanical Engineer Officer,Australia,"Opportunities are available for non engineer qualified officers to pursue tertiary qualifications in engineering, IT and Logistics after graduation from RMC....",http://www.defencejobs.gov.au/army/jobs/ElectricalandMechanicalEngineerOfficer/?utm_source=Indeed&utm_medium=organic&utm_campaign=Indeed,http://www.defencejobs.gov.au/army/jobs/ElectricalandMechanicalEngineerOfficer/,Army Reserve,,,,,,,,https://d2q79iu7y748jz.cloudfront.net/s/_logo/538095c4d39278360d6d62598b8e5a88,https://d2q79iu7y748jz.cloudfront.net/s/_logo,538095c4d39278360d6d62598b8e5a88,/cmp/U.S.-Army-Reserve?from=SERP&campaignid=serp-linkcompanyname&fromjk=5cd8724368bfcade&jcid=3aa832924a2bbaa5,01-05-2016_16:00,Just posted,"Army | Challenge Yourself
Defence Force Recruiting welcomes your feedback via ouronline form
{{extraInfo.Breakout.ButtonText}}
",,WHAT IS THE U.S. ARMY MADE OF?,,,,
162647,Office Manager/Coordinator - CBD - $30 - $40 + Super,New South Wales,"Provide support on office tasks such as IT administrative co-ordination, setting up of meeting rooms, accepting deliveries, answering incoming calls, placing...",http://www.charterhouse.com.au/jobs/view/id/3873f05fd5ebc98a7790cda15de81a0e?utm_source=Indeed&utm_medium=organic&utm_campaign=Indeed,http://www.charterhouse.com.au/jobs/view/id/3873f05fd5ebc98a7790cda15de81a0e,Charterhouse-AU,,,,,,,,https://d2q79iu7y748jz.cloudfront.net/s/_logo/a714860f0fd4892adee24125f2b35439.png,https://d2q79iu7y748jz.cloudfront.net/s/_logo,a714860f0fd4892adee24125f2b35439.png,/cmp/Charterhouse-Partnership?from=SERP&campaignid=serp-linkcompanyname&fromjk=47648ab183fc5ec7&jcid=d348f1d9eada2bad,01-05-2016_16:00,Just posted,"Office Manager/Coordinator - CBD - $30 - $40 + Super
To apply for this position please click the links below.
This is a sterling opportunity for a dynamic Office Manager/Coordinator to take on a new role and really make it their own within a major global player. You will have excellent Microsoft skills, previous Office Management experience and an excellent sense of humour!
Duties to include:
Ever wanted to work within a global IT Firm? Here's your chance! This leading organisation is looking for an Office Manager/Coordinator for a 9 month FTC.
",,"Charterhouse is an Australian owned consultancy driven by some of the most successful, experienced and professional recruiters in the local marketplace. Formed in 2003, Charterhouse has quickly built an enviable reputation as a brand synonymous with passion, professionalism, partnership and integrity. Charterhouse specialises in providing exceptional",,,,http://www.charterhousepartnership.com.au/
162641,Lead Mechanic,Coffs Harbour NSW,Current Trade Certificate and Drivers Licence. Applicant would be in charge of a workshop with 2 or 3 individuals....,https://jobsearch.gov.au/Job/View/Details/2275196607?utm_source=Indeed&utm_medium=organic&utm_campaign=Indeed,https://jobsearch.gov.au/Job/View/Details/2275196607,Optus,$30 - $40 an hour,30 - 40,an hour,30,40,,,https://d2q79iu7y748jz.cloudfront.net/s/_logo/e30a0bb1f493727a8a70249cfa1ab37b.png,https://d2q79iu7y748jz.cloudfront.net/s/_logo,e30a0bb1f493727a8a70249cfa1ab37b.png,/cmp/Optus?from=SERP&campaignid=serp-linkcompanyname&fromjk=473fa96562b42096&jcid=312c42bfb3b98b50,01-05-2016_16:00,Just posted,"Lead Mechanic - COFFS HARBOUR
Education:
The most common level of educational attainment for Motor Mechanics is Certificate III/IV (71.1 per cent).
Description:
Motor Mechanics repair, maintain and test motor vehicle and other internal combustion engines and related mechanical components.
For information about working in Australia contact theDepartment of Immigration and Border ProtectionExternal link. Opens in a new window.
Warning:Jobs may be filled by the time you make an enquiry
We are a specialist supplier of high quality suspension and brake components which the candidate will be trained to install and service etc.
Applicant would be in charge of a workshop with 2 or 3 individuals
We repair/service cars, small trucks, caravans, trailers etc of all makes and models
Being a medium sized business, the candidate would be expected to ensure the vehicles brought into the workshop are efficiently attended to in priority and customers are treated with individual attention as has been the reputation of this business for quite some time.
Excellent customer service skill
Organization and time management skills
Leadership abilities
Strong commitment to Work, Health and Safety
5+ years experience
Current Trade Certificate and Drivers Licence
Requirement include:
Applicant must be willing and able to take a lead role in the workshop, with the intention to progress to Workshop manager in the near future.
Sign in with AusKey to manage your wage subsidy
Wage subsidy
Sign in or register as an employer
Employer
Sign in or register as a job seeker through myGov
Job seeker
Search for jobs in the resources sector right across Australia
Resources Sector Jobs Board
Helping young people to start work or continue their education
Transition to Work
Get real life work experience for up to 4 weeks to gain skills and confidence
National Work Experience Programme
Find activities to build new skills, experience and confidence
Work for the dole
Be your own boss with the New Enterprise Incentive Scheme
Start your own business
Find out your rights if you’re going to have a baby
Support for working parents
Search for jobs for Indigenous Australians
Indigenous jobs
Find work harvesting fruit and vegies
Harvest jobs
Find out how jobactive works
jobactive for job seekers
Your local jobactive provider can help you find and keep a job
Find a provider
Thousands of jobs online right now
Find a job
Trial a job seeker through work experience before you hire them
National Work Experience Programme
Get help to employ workers with disability
Hire people with disability
Get help with your payroll to employ new staff
Get a wage subsidy
All you need to know about hiring an apprentice
Hire an apprentice
Get up to $10,000 for hiring a mature age worker
Restart for over 50s
The latest news in recruitment
jobactive blog
Find out how jobactive works
jobactive for employers
Your local provider can help find candidates at no cost to you
Get help with your recruitment
Advertise to thousands of candidates at no cost to you
Advertise a job
",,"Optus is an Australian leader in integrated communications - serving more than six million customers each day. The company provides a broad range of communications services including mobile, national and long distance services, local telephony, international telephony, business network services, internet and satellite services and subscription television.",,,Telecommunications,http://www.optus.com.au
162642,Replenishment Team Leader,Cottesloe WA,"We are built on a passion for retail, dedication and a commitment to making our customers experience more enjoyable every time....",https://career10.successfactors.com/career?career_ns=job_listing&company=Woolworths&navBarLevel=JOB_SEARCH&rcm_site_locale=en_GB&career_job_req_id=134664&jobPipeline=Indeed,https://career10.successfactors.com/career?career_ns=job_listing&company=Woolworths&navBarLevel=JOB_SEARCH&rcm_site_locale=en_GB&career_job_req_id=134664,Woolworths Supermarkets,,,,,,,,https://d2q79iu7y748jz.cloudfront.net/s/_logo/53fc243bfd3f57902ebacd9da85e4957.png,https://d2q79iu7y748jz.cloudfront.net/s/_logo,53fc243bfd3f57902ebacd9da85e4957.png,/cmp/Woolworths-Limited?from=SERP&campaignid=serp-linkcompanyname&fromjk=75b89813fd312d84&jcid=464ae0580cf56ff6,01-05-2016_16:00,Just posted,"Career Opportunities: Replenishment Team Leader - Woolworths Cottesloe (134664)
Key responsibilities include:• Maintain a high level of communication with customers• Ensure that customers are served in a friendly efficient manner• Train and develop staff in your department• Sales planning, rostering, merchandising and ordering of stock to company specified guidelines and budgets• Abide by company policies and procedures in relation to Occupational Health and Safety (OH&S) and Food Safety to ensure a safe working environment for customers, staff and contractorsTo be considered for this role you need to be able to meet the following selection criteria:• Ability to be available for work across the 7 days of the week which may include evenings and late nights and some public holidays• Communicate effectively with customers and staff• Demonstrate a strong customer focus and competently deal with customer queries and complaints• Work in a fast-paced team environment• Be self motivated and show initiative• Prioritise workload to effectively meet deadlines• Effectively supervise and train staff on a daily basis to ensure company policies and procedures are being adhered to• Project a professional image at all times• Demonstrate previous experience of ordering, stocktake and rostering systems• Demonstrate an awareness and consideration for a safe working environment• Consistently maintain a high standard of housekeeping in your department• Have an eye for detail and sense of urgency to achieve results
The successful candidate will be offered a Full Time Position and will be required to be available to complete a Tuesday to Saturday roster, between the hours of 3pm to midnight.

Woolworths is a great Australian Company providing our customers with quality, range and value. We are built on a passion for retail, dedication and a commitment to making our customers experience more enjoyable every time. Woolworths Supermarkets are seeking self-motivated, enthusiastic and energetic people for Various Team Management positions within our stores.

",,"Woolworths Limited is made up of some of the most recognisable and trusted brands in retailing, serving millions of customers every day with great choice, low prices and excellent quality. Our retailing expertise stretches across food & grocery, liquor, petrol, general merchandise and consumer electronics, serving millions of customers each and every",more than $10bn (AUD),10000,Retail,http://www.woolworthslimited.com.au/
162759,Senior Dispute Resolution Officer,Melbourne City Centre VIC,Undertake other duties as directed by the Assistant Manager and Manager Administrative Law & Consumer Matters....,https://jobs.careers.vic.gov.au/jobtools/jncustomsearch.viewFullSingle?in_organid=14123&in_jncounter=222634378&in_site=Indeed,https://jobs.careers.vic.gov.au/jobtools/jncustomsearch.viewFullSingle?in_organid=14123&in_jncounter=222634378,Victorian Government,,,,,,,,,,,,01-05-2016_16:00,Just posted,"
State Government of Victoria
Site Map|Search|Printer Help|FAQs|Copyright|Related Links|Accessibility|Disclaimer|Privacy Policy
Policy and StrategyPolicy and StrategyLinks to jobs, career information and relevant resources for further readingView current vacancies »Links to further resources »
Legal, Justice and PrisonsLegal, Justice and PrisonsLinks to jobs, career information and relevant resources for further readingView current vacancies »Links to further resources »
IT and Information ManagementIT and Information ManagementLinks to jobs, career information and relevant resources for further readingView current vacancies »Links to further resources »
Emergency ServicesEmergency ServicesLinks to jobs, career information and relevant resources for further readingView current vacancies »Links to further resources »
Engineering, Planning & TransportEngineering, Planning & TransportLinks to jobs, career information and relevant resources for further readingView current vacancies »Links to further resources »
Education, Teaching and TrainingEducation, Teaching and TrainingLinks to jobs, career information and relevant resources for further readingView current vacancies »Links to further resources »
Customer ServicesCustomer ServicesLinks to jobs, career information and relevant resources for further readingView current vacancies »Links to further resources »
Community, Healthcare and NursingCommunity, Healthcare and NursingLinks to jobs, career information and relevant resources for further readingView current vacancies »Links to further resources »
Arts, Sports and TourismArts, Sports and TourismLinks to jobs, career information and relevant resources for further readingView current vacancies »Links to further resources »
Agriculture, Environment and ScienceAgriculture, Environment and ScienceLinks to jobs, career information and relevant resources for further readingView current vacancies »Links to further resources »
Administration, Business and Human ResourcesAdministration, Business and Human ResourcesLinks to jobs, career information and relevant resources for further readingView current vacancies »Links to further resources »
Accounting, Economics and FinanceAccounting, Economics and FinanceLinks to jobs, career information and relevant resources for further readingView current vacancies »Links to further resources »
For further information regarding this position please contact Natalie Neal on 9679 8016.
It is mandatory that you submit a current CV and complete the job application for this role.
8. Undertake other duties as directed by the Assistant Manager and Manager Administrative Law & Consumer Matters.
7. Assist in the delivery of the Commissioner’s education responsibilities including giving presentation, facilitating workshops and undertaking compliance audits as directed.
6. Be able to provide assistance to fidelity fund officers as required.
5. Take a lead role in assisting in the management and resolution of more complex disputes and complaints.
4.  Assist the Manager and Assistant Manager in the development and operation of systems, policies and procedures necessary to support the effective operation of the dispute resolution team.
3. Conduct investigations in relation to disputes where issues of a disciplinary nature arise and as directed, prepare associated documentation for determinations and undertake prosecutions as required.
2.  Conduct negotiations and investigations in relation to such disputes and prepare documentation for binding determinations.
1.  Attempt to resolve more complex, mainly costs related disputes between complainants and lawyers using various ADR methods, reviewing available evidence and documentation including lawyers’ files, preparing correspondence and reports and drafting agreements as part of the dispute resolution process.
POSITION RESPONSIBILITIES
In undertaking the role, the Senior Dispute Resolution Officer will have regular contact internally with other team members including fidelity fund officers, other complaints and investigations officers and externally with members of the public, complainants, lawyers, firms, legal professional bodies, costs consultants, courts and tribunal staff. The Officer will be expected to provide an impartial service ensuring parties to disputes have the highest levels of confidence in the operation of the complaints system.  The Officer will also be required to perform presentations to external parties as required.

Senior Dispute Resolution Officer - Full Time and ongoing

Print this pageClick this icon to send this page to your printer.
Increase Text SizeClick to make content text largerMake Text SmallerClick to make content text smaller
",,,,,,
162769,PDHPE TEACHER - TEMPORARY FULL TIME 1.0FTE POSITION,Manly NSW,Working with Children Check clearance is a compulsory requirement for employment. Applications are sought for the position of....,http://www.teachers.on.net/view/244107/?ref=c2VhcmNoW29iamVjdC5yZWdpb25dPSZzZWFyY2hbdmFjYW5jeS5sZXZlbF09JnNlYXJjaFt2YWNhbmN5LnN1YmplY3RdPSZzZWFyY2hbdmFjYW5jeS5qb2JfdHlwZV09JmFjdGlvbj1zZWFyY2gmcGFnZU5vPTE1,http://www.teachers.on.net/view/244107/?ref=c2VhcmNoW29iamVjdC5yZWdpb25dPSZzZWFyY2hbdmFjYW5jeS5sZXZlbF09JnNlYXJjaFt2YWNhbmN5LnN1YmplY3RdPSZzZWFyY2hbdmFjYW5jeS5qb2JfdHlwZV09JmFjdGlvbj1zZWFyY2gmcGFnZU5vPTE1,St Paul's Catholic College,,,,,,judy.longrigg@dbb.catholic.edu.au,(02) 9977 5111,,,,,01-05-2016_16:00,Just posted,"Not a teachers.on.net member?Register now to get access to this position and many more!
Login
Please login to view all of the details that you need to apply for this position.


Working with Children Check clearance is a compulsory requirement for employment.

website:http://www.stpaulsmanly.nsw.edu.au
email:judy.longrigg@dbb.catholic.edu.au
Phone: (02) 9977 5111

Australia
Manly NSW 2095
Darley Road
St Paul's CatholicCollege
The Principal

An application letter, including CV, to be forwardedvia emailwith the names of two referees by3.30pm Tuesday, 17 May 2016to:

• A willingness to be involved in the co-curricular life of the College is desirable.
• Experience teaching Stage 6 PDHPE.
• Teaching Stage 4, 5 and Year 11 PDHPE and Stage 5 PASS.

(27 June 2016 to 12 August 2016)





Applications are sought for the position of

St Paul’s Catholic College, Manly is a systemic boys secondary school on the Northern Beaches of Sydney. Until 1982 St Paul’s was under the general management of the Christian Brothers.A College Family where the Gospel Values of Tolerance, Forgiveness, Compassion, Love, Acceptance and Prayerfulness permeate everything we do.
Create a profile on teachers.on.net. Your details are completely secure and only accessible to authorised member schools. Join today, it's free!Join today
",,,,,,
162768,MATHEMATICS TEACHER - TEMPORARY FULL TIME 1.0FTE POSITION,Manly NSW,Working with Children Check clearance is a compulsory requirement for employment. Applications are sought for the position of....,http://www.teachers.on.net/view/244108/?ref=c2VhcmNoW29iamVjdC5yZWdpb25dPSZzZWFyY2hbdmFjYW5jeS5sZXZlbF09JnNlYXJjaFt2YWNhbmN5LnN1YmplY3RdPSZzZWFyY2hbdmFjYW5jeS5qb2JfdHlwZV09JmFjdGlvbj1zZWFyY2gmcGFnZU5vPTE0,http://www.teachers.on.net/view/244108/?ref=c2VhcmNoW29iamVjdC5yZWdpb25dPSZzZWFyY2hbdmFjYW5jeS5sZXZlbF09JnNlYXJjaFt2YWNhbmN5LnN1YmplY3RdPSZzZWFyY2hbdmFjYW5jeS5qb2JfdHlwZV09JmFjdGlvbj1zZWFyY2gmcGFnZU5vPTE0,St Paul's Catholic College,,,,,,judy.longrigg@dbb.catholic.edu.au,(02) 9977 5111,,,,,01-05-2016_16:00,Just posted,"Not a teachers.on.net member?Register now to get access to this position and many more!
Login
Please login to view all of the details that you need to apply for this position.


Working with Children Check clearance is a compulsory requirement for employment.

website:http://www.stpaulsmanly.nsw.edu.au
email:judy.longrigg@dbb.catholic.edu.au
Phone: (02) 9977 5111

Australia
Manly NSW 2095
Darley Road
St Paul's CatholicCollege
The Principal

An application letter, including CV, to be forwardedvia emailwith the names of two referees by3.30pm Tuesday, 17 May 2016to:


• A willingness to be involved in the co-curricular life of the College is desirable.
• Experience teaching Stage 6 Mathematics Extension 1.
• Teaching Stage 4, 5 and 6 Mathematics and Mathematics Extension 1.

Maternity leave conditions apply

(18 July 2016 to 30 June 2017)




Applications are sought for the position of

St Paul’s Catholic College, Manly is a systemic boys secondary school on the Northern Beaches of Sydney. Until 1982 St Paul’s was under the general management of the Christian Brothers.A College Family where the Gospel Values of Tolerance, Forgiveness, Compassion, Love, Acceptance and Prayerfulness permeate everything we do.
Create a profile on teachers.on.net. Your details are completely secure and only accessible to authorised member schools. Join today, it's free!Join today
",,,,,,
162800,Program Coordinator,Melbourne VIC,"The Program Coordinator will work with the Mental Health First Aid (MHFA) Australia team. Reporting to the Deputy CEO, and working in a modern office space...",http://www.ethicaljobs.com.au/Members/mhfa_australia/program-coordinator?utm_source=Indeed&utm_medium=organic&utm_campaign=Indeed,http://www.ethicaljobs.com.au/Members/mhfa_australia/program-coordinator,Mental Health First Aid Australia,,,,,,,,,,,,01-05-2016_16:00,Just posted,"Program Coordinator
Copyright © 2016 Ethicaljobs.com.au. ABN 89 236 272 208.



Advertising Terms & Conditions
Privacy Policy
News
Contact Us
About Us


Not-For-Profit People Conference
Resources for Employers
Advertising Rates
Success Stories
Log in to Your Account
Advertise a Job

Terms of Use
Resources for Jobseekers
Ethical Jobs Blog
Follow us on LinkedIn
Follow us on Twitter
Find us on Facebook
Get Free Weekly Email Updates
International Ethical Jobs
Ethical Jobs in Regional Tasmania
Ethical Jobs in Regional NT
Ethical Jobs in Regional SA
Ethical Jobs in Regional WA
Ethical Jobs in Regional Queensland
Ethical Jobs in Regional NSW
Ethical Jobs in Regional Victoria
Ethical Jobs in Hobart
Ethical Jobs in Darwin
Ethical Jobs in Canberra & ACT
Ethical Jobs in Adelaide
Ethical Jobs in Perth
Ethical Jobs in Brisbane
Ethical Jobs in Sydney
Ethical Jobs in Melbourne
To apply for a role, please send a your CV and an application which includes a cover letter and an application which addresses how you meet the selection criteria attention to Nataly Bovopoulos viaemailusing the subject line:Program Coordinator application via EthicalJobs.
A full position description is attached below.
Reporting to the Deputy CEO, and working in a modern office space filled with natural light and views of Princes Park, the successful applicant will have high level customer service and communication skills, competence in Mac OS X, an ability to work under pressure with a bright, enthusiastic personality, and a can-do attitude who enjoys working with a small friendly team.
The particular role of the Program Coordinator will be to coordinate Instructor Training Courses for the MHFA for the Older Person’s Course, perform general administrative duties including responding to enquiries from the public and Instructors, and other administrative tasks as required. The role will also assist with coordinating Instructor Training Courses for the Standard MHFA Course whilst the Standard Program Coordinator is on maternity leave later in 2016.
The Program Coordinator will work with the Mental Health First Aid (MHFA) Australia team. MHFA Australia has two strands of core work: 1. training and supporting suitably experienced Instructors to deliver MHFA courses and 2. carrying out research to inform the different MHFA curricula and evaluating course outcomes. MHFA Australia is a national not-for-profit health promotion charity dedicated to furthering the work of the MHFA Training and Research Program, which was established in 2001 by Betty Kitchener AM and Professor Tony Jorm. MHFA Australia is funded by government and philanthropic grants and through the delivery of training programs.
",,,,,,
162770,Grade 3 Social Worker,Fitzroy VIC,"SVHM provides a diverse range of adult clinical services including acute medical and surgical services, sub-acute care, medical diagnostics, rehabilitation,...",https://stvincents.mercury.com.au/ViewPosition.aspx?id=HYWSGAOlZIc=&jbc=ere,https://stvincents.mercury.com.au/ViewPosition.aspx?id=HYWSGAOlZIc=&jbc=ere,"St Vincent's Melbourne, Victoria",,,,,,,,,,,,01-05-2016_16:00,Just posted,,,,,,,
